Year,Plot,Tag,Taxon,X.cm,Y.cm,Tag.offset.x,Tag.offset.y,Length.cm,Height.cm,X.Capitulescences,Is.seedling,Died.this.census.final,Length.cm.prev,Growth,Survival,Is.recruit
2020,28,590*A,Ivesia gordonii,180,130,-10,-10,0,0,0,0,1,3.5,-3.5,0,0
2014,28,591*A,Ivesia gordonii,180,185,-10,-10,16,5,8,0,0,NA,NA,1,NA
2015,28,591*A,Ivesia gordonii,180,185,-10,-10,16.5,8,22,0,0,16,0.5,1,0
2016,28,591*A,Ivesia gordonii,180,185,-10,-10,18,5,6,0,0,16.5,1.5,1,0
2017,28,591*A,Ivesia gordonii,180,185,-10,-10,0,0,0,0,1,18,-18,0,0
2014,28,592*A,Eriogonum umbellatum,149,124,-10,-10,23,5,6,0,0,NA,NA,1,NA
2015,28,592*A,Eriogonum umbellatum,149,124,-10,-10,23,4,11,0,0,23,0,1,0
2016,28,592*A,Eriogonum umbellatum,149,124,-10,-10,27,4,13,0,0,23,4,1,0
2017,28,592*A,Eriogonum umbellatum,149,124,-10,-10,24.5,4,12,0,0,27,-2.5,1,0
2018,28,592*A,Eriogonum umbellatum,149,124,-10,-10,24,2.5,13,0,0,24.5,-0.5,1,0
2019,28,592*A,Eriogonum umbellatum,149,124,-10,-10,29,8,16,0,0,24,5,1,0
2020,28,592*A,Eriogonum umbellatum,149,124,-10,-10,28,4,3,0,0,29,-1,1,0
2021,28,592*A,Eriogonum umbellatum,149,124,-10,-10,29.5,4,21,0,0,28,1.5,1,0
2014,28,593*A,Ivesia gordonii,140,145,-10,-10,9,6,2,0,0,NA,NA,1,NA
2015,28,593*A,Ivesia gordonii,140,145,-10,-10,13,6,7,0,0,9,4,1,0
2016,28,593*A,Ivesia gordonii,140,145,-10,-10,16,5,20,0,0,13,3,1,0
2017,28,593*A,Ivesia gordonii,140,145,-10,-10,0,0,0,0,1,16,-16,0,0
2014,28,594*A,Agoseris glauca,150,130,10,0,8,6,0,0,0,NA,NA,1,NA
2015,28,594*A,Agoseris glauca,150,130,10,0,6,7,1,0,0,8,-2,1,0
2016,28,594*A,Agoseris glauca,150,130,10,0,2,4,0,0,0,6,-4,1,0
2017,28,594*A,Agoseris glauca,150,130,10,0,0,0,0,0,1,2,-2,0,0
2014,28,595*A,Elymus lanceolatus,150,128,10,0,8,10,0,0,0,NA,NA,1,NA
2015,28,595*A,Elymus lanceolatus,150,128,10,0,11,10,0,0,0,8,3,1,0
2016,28,595*A,Elymus lanceolatus,150,128,10,0,10,13,1,0,0,11,-1,1,0
2017,28,595*A,Elymus lanceolatus,150,128,10,0,0,0,0,0,1,10,-10,0,0
2014,28,596*A,Elymus lanceolatus,150,123,10,10,10,14,1,0,0,NA,NA,1,NA
2015,28,596*A,Elymus lanceolatus,150,123,10,10,25,19,1,0,0,10,15,1,0
2016,28,596*A,Elymus lanceolatus,150,123,10,10,24,22,3,0,0,25,-1,1,0
2017,28,596*A,Elymus lanceolatus,150,123,10,10,25,21,6,0,0,24,1,1,0
2018,28,596*A,Elymus lanceolatus,150,123,10,10,32,24,22,0,0,25,7,1,0
2019,28,596*A,Elymus lanceolatus,150,123,10,10,31,22.5,5,0,0,32,-1,1,0
2020,28,596*A,Elymus lanceolatus,150,123,10,10,24,27,13,0,0,31,-7,1,0
2021,28,596*A,Elymus lanceolatus,150,123,10,10,22,25,4,0,0,24,-2,1,0
2014,28,597*A,Elymus lanceolatus,146,134,-5,5,2,5,0,0,0,NA,NA,1,NA
2015,28,597*A,Elymus lanceolatus,146,134,-5,5,3,8,0,0,0,2,1,1,0
2016,28,597*A,Elymus lanceolatus,146,134,-5,5,3,9,0,0,0,3,0,1,0
2017,28,597*A,Elymus lanceolatus,146,134,-5,5,10,10,0,0,0,3,7,1,0
2018,28,597*A,Elymus lanceolatus,146,134,-5,5,0,0,0,0,0,10,-10,1,0
2019,28,597*A,Elymus lanceolatus,146,134,-5,5,8,12,0,0,0,0,8,1,0
2020,28,597*A,Elymus lanceolatus,146,134,-5,5,10,9,0,0,0,8,2,1,0
2021,28,597*A,Elymus lanceolatus,146,134,-5,5,13,12.5,0,0,0,10,3,1,0
2014,28,598*A,Phacelia hastata,135,120,0,-10,2,1,0,1,0,NA,NA,1,1
2015,28,598*A,Phacelia hastata,135,120,0,-10,4.5,2,0,0,0,2,2.5,1,0
2016,28,598*A,Phacelia hastata,135,120,0,-10,9,5,1,0,0,4.5,4.5,1,0
2017,28,598*A,Phacelia hastata,135,120,0,-10,0,0,0,0,1,9,-9,0,0
2014,28,599*A,Senecio crassulus,145,105,0,-10,4,3,0,0,0,NA,NA,1,NA
2015,28,599*A,Senecio crassulus,145,105,0,-10,8,5,0,0,0,4,4,1,0
2016,28,599*A,Senecio crassulus,145,105,0,-10,7.5,4,0,0,0,8,-0.5,1,0
2017,28,599*A,Senecio crassulus,145,105,0,-10,2,2,0,0,0,7.5,-5.5,1,0
2018,28,599*A,Senecio crassulus,145,105,0,-10,1.5,4,0,0,0,2,-0.5,1,0
2019,28,599*A,Senecio crassulus,145,105,0,-10,0,0,0,0,1,1.5,-1.5,0,0
2014,1,6*A,Ivesia gordonii,127,55,-10,-10,12,7,2,0,0,NA,NA,1,NA
2015,1,6*A,Ivesia gordonii,127,55,-10,-10,13,5,7,0,0,12,1,1,0
2016,1,6*A,Ivesia gordonii,127,55,-10,-10,12.5,6.5,10,0,0,13,-0.5,1,0
2017,1,6*A,Ivesia gordonii,127,55,-10,-10,0,0,0,0,1,12.5,-12.5,0,0
2014,8,60*A,Lupinus argenteus,80,190,-10,-10,7,5,0,0,0,NA,NA,1,NA
2015,8,60*A,Lupinus argenteus,80,190,-10,-10,8.5,5,0,0,0,7,1.5,1,0
2016,8,60*A,Lupinus argenteus,80,190,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2014,28,600*A,Ivesia gordonii,130,95,-10,-10,18,6,9,0,0,NA,NA,1,NA
2015,28,600*A,Ivesia gordonii,130,95,-10,-10,21,9,22,0,0,18,3,1,0
2016,28,600*A,Ivesia gordonii,130,95,-10,-10,20,6,22,0,0,21,-1,1,0
2017,28,600*A,Ivesia gordonii,130,95,-10,-10,0,0,0,0,1,20,-20,0,0
2014,28,601*A,Ivesia gordonii,128,100,-10,-10,2,1,0,1,0,NA,NA,1,1
2015,28,601*A,Ivesia gordonii,128,100,-10,-10,5,2.5,0,0,0,2,3,1,0
2016,28,601*A,Ivesia gordonii,128,100,-10,-10,7,3,1,0,0,5,2,1,0
2017,28,601*A,Ivesia gordonii,128,100,-10,-10,11,6,3,0,0,7,4,1,0
2018,28,601*A,Ivesia gordonii,128,100,-10,-10,0,0,0,0,1,11,-11,0,0
2014,28,602*A,Ivesia gordonii,141,112,-10,10,2,2,0,0,0,NA,NA,1,NA
2015,28,602*A,Ivesia gordonii,141,112,-10,10,0,0,0,0,0,2,-2,1,0
2016,28,602*A,Ivesia gordonii,141,112,-10,10,8.5,5,0,0,0,0,8.5,1,0
2017,28,602*A,Ivesia gordonii,141,112,-10,10,0,0,0,0,0,8.5,-8.5,1,0
2018,28,602*A,Ivesia gordonii,141,112,-10,10,7.5,3.5,2,0,0,0,7.5,1,0
2019,28,602*A,Ivesia gordonii,141,112,-10,10,6.5,4.5,1,0,0,7.5,-1,1,0
2020,28,602*A,Ivesia gordonii,141,112,-10,10,8,4,2,0,0,6.5,1.5,1,0
2021,28,602*A,Ivesia gordonii,141,112,-10,10,9,4.5,6,0,0,8,1,1,0
2014,28,603*A,Eriogonum umbellatum,138,107,-5,-5,0.5,0.5,0,1,0,NA,NA,1,1
2015,28,603*A,Eriogonum umbellatum,138,107,-5,-5,0,0,0,0,0,0.5,-0.5,1,0
2016,28,603*A,Eriogonum umbellatum,138,107,-5,-5,1,1,0,0,0,0,1,1,0
2017,28,603*A,Eriogonum umbellatum,138,107,-5,-5,2.5,1,0,0,0,1,1.5,1,0
2018,28,603*A,Eriogonum umbellatum,138,107,-5,-5,2,1,0,0,0,2.5,-0.5,1,0
2019,28,603*A,Eriogonum umbellatum,138,107,-5,-5,1.3,1,0,0,0,2,-0.7,1,0
2020,28,603*A,Eriogonum umbellatum,138,107,-5,-5,1.4,2,0,0,0,1.3,0.1,1,0
2021,28,603*A,Eriogonum umbellatum,138,107,-5,-5,0,0,0,0,0,1.4,-1.4,1,0
2014,28,604*A,Ivesia gordonii,110,105,-10,-10,10,5,7,0,0,NA,NA,1,NA
2015,28,604*A,Ivesia gordonii,110,105,-10,-10,7,4,0,0,0,10,-3,1,0
2016,28,604*A,Ivesia gordonii,110,105,-10,-10,15,5,10,0,0,7,8,1,0
2017,28,604*A,Ivesia gordonii,110,105,-10,-10,0,0,0,0,1,15,-15,0,0
2014,28,605*A,Eriogonum umbellatum,126,149,-10,-10,33,2,15,0,0,NA,NA,1,NA
2015,28,605*A,Eriogonum umbellatum,126,149,-10,-10,32,2,36,0,0,33,-1,1,0
2016,28,605*A,Eriogonum umbellatum,126,149,-10,-10,31,2,37,0,0,32,-1,1,0
2017,28,605*A,Eriogonum umbellatum,126,149,-10,-10,34,2,30,0,0,31,3,1,0
2018,28,605*A,Eriogonum umbellatum,126,149,-10,-10,37,3,67,0,0,34,3,1,0
2019,28,605*A,Eriogonum umbellatum,126,149,-10,-10,39,3,43,0,0,37,2,1,0
2020,28,605*A,Eriogonum umbellatum,126,149,-10,-10,41,3.5,51,0,0,39,2,1,0
2021,28,605*A,Eriogonum umbellatum,126,149,-10,-10,41,2.2,80,0,0,41,0,1,0
2014,28,606*A,Ivesia gordonii,125,143,-10,-10,4,4,0,0,0,NA,NA,1,NA
2015,28,606*A,Ivesia gordonii,125,143,-10,-10,8,4,0,0,0,4,4,1,0
2016,28,606*A,Ivesia gordonii,125,143,-10,-10,8.5,6,3,0,0,8,0.5,1,0
2017,28,606*A,Ivesia gordonii,125,143,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2014,28,607*A,Ivesia gordonii,115,130,-10,-10,10,4,12,0,0,NA,NA,1,NA
2015,28,607*A,Ivesia gordonii,115,130,-10,-10,10,5,10,0,0,10,0,1,0
2016,28,607*A,Ivesia gordonii,115,130,-10,-10,12,3,7,0,0,10,2,1,0
2017,28,607*A,Ivesia gordonii,115,130,-10,-10,0,0,0,0,1,12,-12,0,0
2014,28,608*A,Phacelia hastata,120,133,-10,-10,6,3,1,0,0,NA,NA,1,NA
2015,28,608*A,Phacelia hastata,120,133,-10,-10,0,0,0,0,1,6,-6,0,0
2014,28,609*A,Eriogonum umbellatum,90,145,-10,-10,4,2,0,0,0,NA,NA,1,NA
2015,28,609*A,Eriogonum umbellatum,90,145,-10,-10,0,0,0,0,1,4,-4,0,0
2014,8,61*A,Lupinus argenteus,100,195,10,0,14,8,0,0,0,NA,NA,1,NA
2015,8,61*A,Lupinus argenteus,100,195,10,0,10.5,8,0,0,0,14,-3.5,1,0
2016,8,61*A,Lupinus argenteus,100,195,10,0,0,0,0,0,1,10.5,-10.5,0,0
2014,28,610*A,Phacelia hastata,70,130,-10,-10,22,5,13,0,0,NA,NA,1,NA
2015,28,610*A,Phacelia hastata,70,130,-10,-10,23,5,13,0,0,22,1,1,0
2016,28,610*A,Phacelia hastata,70,130,-10,-10,19,3,9,0,0,23,-4,1,0
2017,28,610*A,Phacelia hastata,70,130,-10,-10,0,0,0,0,1,19,-19,0,0
2014,28,611*A,Ivesia gordonii,80,85,-10,-10,3,3,0,0,0,NA,NA,1,NA
2015,28,611*A,Ivesia gordonii,80,85,-10,-10,0,0,0,0,1,3,-3,0,0
2014,28,612*A,Ivesia gordonii,75,90,-10,-10,9,4,0,0,0,NA,NA,1,NA
2015,28,612*A,Ivesia gordonii,75,90,-10,-10,9,3,1,0,0,9,0,1,0
2016,28,612*A,Ivesia gordonii,75,90,-10,-10,19,6,17,0,0,9,10,1,0
2017,28,612*A,Ivesia gordonii,75,90,-10,-10,0,0,0,0,1,19,-19,0,0
2014,29,613*A,Lupinus argenteus,140,10,-10,0,7,5,0,0,0,NA,NA,1,NA
2015,29,613*A,Lupinus argenteus,140,10,-10,0,0,0,0,0,1,7,-7,0,0
2014,29,614*A,Lupinus argenteus,139,5,-10,0,2,1,0,1,0,NA,NA,1,1
2015,29,614*A,Lupinus argenteus,139,5,-10,0,0,0,0,0,1,2,-2,0,0
2014,29,615*A,Lupinus argenteus,163,30,-10,-10,2,2,0,0,0,NA,NA,1,NA
2015,29,615*A,Lupinus argenteus,163,30,-10,-10,4.5,3.5,0,0,0,2,2.5,1,0
2016,29,615*A,Lupinus argenteus,163,30,-10,-10,8,5,0,0,0,4.5,3.5,1,0
2017,29,615*A,Lupinus argenteus,163,30,-10,-10,0,0,0,0,1,8,-8,0,0
2014,29,616*A,Lupinus argenteus,166,31,-10,-10,0.5,0.5,0,0,0,NA,NA,1,NA
2015,29,616*A,Lupinus argenteus,166,31,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2014,29,617*A,Lupinus argenteus,153,35,-10,-10,4,3,0,0,0,NA,NA,1,NA
2015,29,617*A,Lupinus argenteus,153,35,-10,-10,0,0,0,0,1,4,-4,0,0
2014,29,618*A,Lupinus argenteus,154,40,-10,-10,7,4,0,0,0,NA,NA,1,NA
2015,29,618*A,Lupinus argenteus,154,40,-10,-10,7,5,0,0,0,7,0,1,0
2016,29,618*A,Lupinus argenteus,154,40,-10,-10,0,0,0,0,1,7,-7,0,0
2014,29,619*A,Lupinus argenteus,155,55,-10,-10,8,5,0,0,0,NA,NA,1,NA
2015,29,619*A,Lupinus argenteus,155,55,-10,-10,9,5,0,0,0,8,1,1,0
2016,29,619*A,Lupinus argenteus,155,55,-10,-10,0,0,0,0,1,9,-9,0,0
2014,8,62*A,Lupinus argenteus,75,160,-10,-10,19,12,0,0,0,NA,NA,1,NA
2015,8,62*A,Lupinus argenteus,75,160,-10,-10,6,3.5,0,0,0,19,-13,1,0
2016,8,62*A,Lupinus argenteus,75,160,-10,-10,0,0,0,0,1,6,-6,0,0
2014,29,620*A,Lupinus argenteus,195,50,-10,-10,29,14,3,0,0,NA,NA,1,NA
2015,29,620*A,Lupinus argenteus,195,50,-10,-10,8,3,0,0,0,29,-21,1,0
2016,29,620*A,Lupinus argenteus,195,50,-10,-10,0,0,0,0,1,8,-8,0,0
2014,29,621*A,Lupinus argenteus,175,55,-10,-10,8,4,0,0,0,NA,NA,1,NA
2015,29,621*A,Lupinus argenteus,175,55,-10,-10,0,0,0,0,1,8,-8,0,0
2014,29,622*A,Lupinus argenteus,178,63,-10,-10,6,4,0,0,0,NA,NA,1,NA
2015,29,622*A,Lupinus argenteus,178,63,-10,-10,4,3,0,0,0,6,-2,1,0
2016,29,622*A,Lupinus argenteus,178,63,-10,-10,0,0,0,0,1,4,-4,0,0
2014,29,623*A,Lupinus argenteus,180,65,0,-5,5,5,0,0,0,NA,NA,1,NA
2015,29,623*A,Lupinus argenteus,180,65,0,-5,3,2,0,0,0,5,-2,1,0
2016,29,623*A,Lupinus argenteus,180,65,0,-5,0,0,0,0,1,3,-3,0,0
2014,29,624*A,Lupinus argenteus,185,70,0,-10,12,7,0,0,0,NA,NA,1,NA
2015,29,624*A,Lupinus argenteus,185,70,0,-10,4,3,0,0,0,12,-8,1,0
2016,29,624*A,Lupinus argenteus,185,70,0,-10,0,0,0,0,1,4,-4,0,0
2014,29,625*A,Lupinus argenteus,170,70,-10,-10,6,4,0,0,0,NA,NA,1,NA
2015,29,625*A,Lupinus argenteus,170,70,-10,-10,0,0,0,0,1,6,-6,0,0
2014,29,626*A,Lupinus argenteus,170,80,-10,0,25,13,3,0,0,NA,NA,1,NA
2015,29,626*A,Lupinus argenteus,170,80,-10,0,23,15,6,0,0,25,-2,1,0
2016,29,626*A,Lupinus argenteus,170,80,-10,0,9,5,0,0,0,23,-14,1,0
2017,29,626*A,Lupinus argenteus,170,80,-10,0,0,0,0,0,1,9,-9,0,0
2014,29,627*A,Lupinus argenteus,180,80,10,10,6,6,0,0,0,NA,NA,1,NA
2015,29,627*A,Lupinus argenteus,180,80,10,10,9,8,0,0,0,6,3,1,0
2016,29,627*A,Lupinus argenteus,180,80,10,10,0,0,0,0,1,9,-9,0,0
2014,29,628*A,Elymus lanceolatus,180,82,10,10,4,7,0,0,0,NA,NA,1,NA
2015,29,628*A,Elymus lanceolatus,180,82,10,10,5,9,0,0,0,4,1,1,0
2016,29,628*A,Elymus lanceolatus,180,82,10,10,10,4,0,0,0,5,5,1,0
2017,29,628*A,Elymus lanceolatus,180,82,10,10,0,0,0,0,1,10,-10,0,0
2014,29,629*A,Elymus lanceolatus,180,84,10,10,14,10,1,0,0,NA,NA,1,NA
2015,29,629*A,Elymus lanceolatus,180,84,10,10,12,15,0,0,0,14,-2,1,0
2016,29,629*A,Elymus lanceolatus,180,84,10,10,15,21,7,0,0,12,3,1,0
2017,29,629*A,Elymus lanceolatus,180,84,10,10,0,0,0,0,1,15,-15,0,0
2014,8,63*A,Lupinus argenteus,90,170,-10,0,17,11,1,0,0,NA,NA,1,NA
2015,8,63*A,Lupinus argenteus,90,170,-10,0,14,7.5,0,0,0,17,-3,1,0
2016,8,63*A,Lupinus argenteus,90,170,-10,0,0,0,0,0,1,14,-14,0,0
2014,29,630*A,Lupinus argenteus,182,75,-10,-10,26,16,4,0,0,NA,NA,1,NA
2015,29,630*A,Lupinus argenteus,182,75,-10,-10,27,14,6,0,0,26,1,1,0
2016,29,630*A,Lupinus argenteus,182,75,-10,-10,0,0,0,0,1,27,-27,0,0
2014,29,631*A,Elymus lanceolatus,138,74,-10,-10,20,20,3,0,0,NA,NA,1,NA
2015,29,631*A,Elymus lanceolatus,138,74,-10,-10,30,22,4,0,0,20,10,1,0
2016,29,631*A,Elymus lanceolatus,138,74,-10,-10,21,30,14,0,0,30,-9,1,0
2017,29,631*A,Elymus lanceolatus,138,74,-10,-10,22,21,2,0,0,21,1,1,0
2018,29,631*A,Elymus lanceolatus,138,74,-10,-10,30,28,15,0,0,22,8,1,0
2019,29,631*A,Elymus lanceolatus,138,74,-10,-10,28.5,22.5,26,0,0,30,-1.5,1,0
2020,29,631*A,Elymus lanceolatus,138,74,-10,-10,22,23,1,0,0,28.5,-6.5,1,0
2021,29,631*A,Elymus lanceolatus,138,74,-10,-10,24.5,23,9,0,0,22,2.5,1,0
2014,29,632*A,Elymus lanceolatus,153,88,-10,-10,10,9,0,0,0,NA,NA,1,NA
2015,29,632*A,Elymus lanceolatus,153,88,-10,-10,10,15,0,0,1,10,0,0,0
2014,29,633*A,Lupinus argenteus,170,105,-10,-10,23,15,4,0,0,NA,NA,1,NA
2015,29,633*A,Lupinus argenteus,170,105,-10,-10,0,0,0,0,1,23,-23,0,0
2014,29,634*A,Lupinus argenteus,140,105,-10,-10,8,5,0,0,0,NA,NA,1,NA
2015,29,634*A,Lupinus argenteus,140,105,-10,-10,9,5,0,0,0,8,1,1,0
2016,29,634*A,Lupinus argenteus,140,105,-10,-10,0,0,0,0,1,9,-9,0,0
2014,29,635*A,Lupinus argenteus,115,110,-10,-10,19,11,1,0,0,NA,NA,1,NA
2015,29,635*A,Lupinus argenteus,115,110,-10,-10,7,2.5,0,0,0,19,-12,1,0
2016,29,635*A,Lupinus argenteus,115,110,-10,-10,0,0,0,0,1,7,-7,0,0
2014,29,636*A,Lupinus argenteus,110,115,-10,-10,7,5,0,0,0,NA,NA,1,NA
2015,29,636*A,Lupinus argenteus,110,115,-10,-10,0,0,0,0,0,7,-7,1,0
2016,29,636*A,Lupinus argenteus,110,115,-10,-10,9,6,0,0,0,0,9,1,0
2017,29,636*A,Lupinus argenteus,110,115,-10,-10,7,6,0,0,0,9,-2,1,0
2018,29,636*A,Lupinus argenteus,110,115,-10,-10,0,0,0,0,1,7,-7,0,0
2014,29,637*A,Lupinus argenteus,130,120,-10,-10,5,3,0,0,0,NA,NA,1,NA
2015,29,637*A,Lupinus argenteus,130,120,-10,-10,0,0,0,0,1,5,-5,0,0
2014,29,638*A,Lupinus argenteus,134,122,-10,-10,2,3,0,0,0,NA,NA,1,NA
2015,29,638*A,Lupinus argenteus,134,122,-10,-10,0,0,0,0,1,2,-2,0,0
2014,29,639*A,Lupinus argenteus,140,122,-10,-10,15,7,0,0,0,NA,NA,1,NA
2015,29,639*A,Lupinus argenteus,140,122,-10,-10,0,0,0,0,1,15,-15,0,0
2014,8,64*A,Lupinus argenteus,95,170,-10,-10,28,15,8,0,0,NA,NA,1,NA
2015,8,64*A,Lupinus argenteus,95,170,-10,-10,21,9,0,0,0,28,-7,1,0
2016,8,64*A,Lupinus argenteus,95,170,-10,-10,8,6,0,0,0,21,-13,1,0
2017,8,64*A,Lupinus argenteus,95,170,-10,-10,0,0,0,0,1,8,-8,0,0
2014,29,640*A,Lupinus argenteus,170,150,-10,-10,6,7,2,0,0,NA,NA,1,NA
2015,29,640*A,Lupinus argenteus,170,150,-10,-10,12,6,0,0,0,6,6,1,0
2016,29,640*A,Lupinus argenteus,170,150,-10,-10,0,0,0,0,1,12,-12,0,0
2014,29,641*A,Lupinus argenteus,165,150,-10,-10,13,9,1,0,0,NA,NA,1,NA
2015,29,641*A,Lupinus argenteus,165,150,-10,-10,0,0,0,0,1,13,-13,0,0
2014,29,642*A,Lupinus argenteus,140,180,-10,-10,18,11,1,0,0,NA,NA,1,NA
2015,29,642*A,Lupinus argenteus,140,180,-10,-10,14,18,1,0,0,18,-4,1,0
2016,29,642*A,Lupinus argenteus,140,180,-10,-10,10,7,0,0,0,14,-4,1,0
2017,29,642*A,Lupinus argenteus,140,180,-10,-10,7,4,0,0,0,10,-3,1,0
2018,29,642*A,Lupinus argenteus,140,180,-10,-10,0,0,0,0,1,7,-7,0,0
2014,29,643*A,Lupinus argenteus,150,170,-10,-10,19,12,0,0,0,NA,NA,1,NA
2015,29,643*A,Lupinus argenteus,150,170,-10,-10,5,4,0,0,0,19,-14,1,0
2016,29,643*A,Lupinus argenteus,150,170,-10,-10,0,0,0,0,1,5,-5,0,0
2014,29,644*A,Lupinus argenteus,155,195,-10,-10,4,2,0,0,0,NA,NA,1,NA
2015,29,644*A,Lupinus argenteus,155,195,-10,-10,10,7,0,0,0,4,6,1,0
2016,29,644*A,Lupinus argenteus,155,195,-10,-10,18,8,0,0,0,10,8,1,0
2017,29,644*A,Lupinus argenteus,155,195,-10,-10,0,0,0,0,1,18,-18,0,0
2014,29,645*A,Lupinus argenteus,115,190,-10,-10,3,2,0,0,0,NA,NA,1,NA
2015,29,645*A,Lupinus argenteus,115,190,-10,-10,22,11,2,0,0,3,19,1,0
2016,29,645*A,Lupinus argenteus,115,190,-10,-10,7.5,6,0,0,0,22,-14.5,1,0
2017,29,645*A,Lupinus argenteus,115,190,-10,-10,0,0,0,0,1,7.5,-7.5,0,0
2014,29,646*A,Ivesia gordonii,80,190,-10,-10,6,6,0,0,0,NA,NA,1,NA
2015,29,646*A,Ivesia gordonii,80,190,-10,-10,8,6,1,0,0,6,2,1,0
2016,29,646*A,Ivesia gordonii,80,190,-10,-10,7,8,0,0,0,8,-1,1,0
2017,29,646*A,Ivesia gordonii,80,190,-10,-10,12,7,0,0,0,7,5,1,0
2018,29,646*A,Ivesia gordonii,80,190,-10,-10,18,5,34,0,0,12,6,1,0
2019,29,646*A,Ivesia gordonii,80,190,-10,-10,0,0,0,0,1,18,-18,0,0
2014,29,647*A,Lupinus argenteus,65,180,-10,-10,23,11,1,0,0,NA,NA,1,NA
2015,29,647*A,Lupinus argenteus,65,180,-10,-10,17,7,0,0,0,23,-6,1,0
2016,29,647*A,Lupinus argenteus,65,180,-10,-10,0,0,0,0,1,17,-17,0,0
2014,29,648*A,Lupinus argenteus,70,170,-10,-10,8,7,0,0,0,NA,NA,1,NA
2015,29,648*A,Lupinus argenteus,70,170,-10,-10,0,0,0,0,1,8,-8,0,0
2014,29,649*A,Lupinus argenteus,60,165,-10,-10,4,3,0,0,0,NA,NA,1,NA
2015,29,649*A,Lupinus argenteus,60,165,-10,-10,0,0,0,0,1,4,-4,0,0
2014,8,65*A,Lupinus argenteus,105,170,-10,-10,32,14,2,0,0,NA,NA,1,NA
2015,8,65*A,Lupinus argenteus,105,170,-10,-10,12.5,8,0,0,0,32,-19.5,1,0
2016,8,65*A,Lupinus argenteus,105,170,-10,-10,0,0,0,0,1,12.5,-12.5,0,0
2014,29,650*A,Lupinus argenteus,65,165,-10,-10,13,10,1,0,0,NA,NA,1,NA
2015,29,650*A,Lupinus argenteus,65,165,-10,-10,10,8,0,0,0,13,-3,1,0
2016,29,650*A,Lupinus argenteus,65,165,-10,-10,0,0,0,0,1,10,-10,0,0
2014,29,651*A,Lupinus argenteus,50,180,-10,-10,29,17,3,0,0,NA,NA,1,NA
2015,29,651*A,Lupinus argenteus,50,180,-10,-10,12,5,0,0,0,29,-17,1,0
2016,29,651*A,Lupinus argenteus,50,180,-10,-10,1,1,0,0,0,12,-11,1,0
2017,29,651*A,Lupinus argenteus,50,180,-10,-10,8.5,5,0,0,0,1,7.5,1,0
2018,29,651*A,Lupinus argenteus,50,180,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2014,29,653*A,Lupinus argenteus,40,175,-10,-10,11,5,0,0,0,NA,NA,1,NA
2015,29,653*A,Lupinus argenteus,40,175,-10,-10,9,10,1,0,0,11,-2,1,0
2016,29,653*A,Lupinus argenteus,40,175,-10,-10,11,9,0,0,0,9,2,1,0
2017,29,653*A,Lupinus argenteus,40,175,-10,-10,0,0,0,0,1,11,-11,0,0
2014,29,654*A,Chaenactis douglasii,5,170,0,-10,7,3,3,0,0,NA,NA,1,NA
2015,29,654*A,Chaenactis douglasii,5,170,0,-10,8,3,3,0,0,7,1,1,0
2016,29,654*A,Chaenactis douglasii,5,170,0,-10,7,3.5,0,0,0,8,-1,1,0
2017,29,654*A,Chaenactis douglasii,5,170,0,-10,6,5,4,0,0,7,-1,1,0
2018,29,654*A,Chaenactis douglasii,5,170,0,-10,0,0,0,0,1,6,-6,0,0
2014,29,655*A,Eriogonum umbellatum,21,145,-10,-10,46,4,46,0,0,NA,NA,1,NA
2015,29,655*A,Eriogonum umbellatum,21,145,-10,-10,59,4,63,0,0,46,13,1,0
2016,29,655*A,Eriogonum umbellatum,21,145,-10,-10,57,4,71,0,0,59,-2,1,0
2017,29,655*A,Eriogonum umbellatum,21,145,-10,-10,49,4,84,0,0,57,-8,1,0
2018,29,655*A,Eriogonum umbellatum,21,145,-10,-10,55,3,20,0,0,49,6,1,0
2019,29,655*A,Eriogonum umbellatum,21,145,-10,-10,59,5.5,67,0,0,55,4,1,0
2020,29,655*A,Eriogonum umbellatum,21,145,-10,-10,60,4,26,0,0,59,1,1,0
2021,29,655*A,Eriogonum umbellatum,21,145,-10,-10,53,3,56,0,0,60,-7,1,0
2014,29,656*A,Elymus lanceolatus,15,159,-10,-10,12,22,6,0,0,NA,NA,1,NA
2015,29,656*A,Elymus lanceolatus,15,159,-10,-10,22,14,1,0,0,12,10,1,0
2016,29,656*A,Elymus lanceolatus,15,159,-10,-10,14,23,4,0,0,22,-8,1,0
2017,29,656*A,Elymus lanceolatus,15,159,-10,-10,16,22,1,0,0,14,2,1,0
2018,29,656*A,Elymus lanceolatus,15,159,-10,-10,14,21,5,0,0,16,-2,1,0
2019,29,656*A,Elymus lanceolatus,15,159,-10,-10,17,27,2,0,0,14,3,1,0
2020,29,656*A,Elymus lanceolatus,15,159,-10,-10,20,17,1,0,0,17,3,1,0
2021,29,656*A,Elymus lanceolatus,15,159,-10,-10,15.5,23,4,0,0,20,-4.5,1,0
2014,29,657*A,Elymus lanceolatus,19,167,-10,-10,8,10,0,0,0,NA,NA,1,NA
2015,29,657*A,Elymus lanceolatus,19,167,-10,-10,13,12,0,0,0,8,5,1,0
